2023-09-27 19:57:35[DEBUG] GLEW successfully ini2023-09-272023-09-27 19:57:36[DEBUG] Currently updating graphics
2023-09-27 19:57:36[DEBUG] Currentl2023-09-27 19:57:37[EVENT] KeyPressedEvent: Right ( 0 repeats)
2023-09-27 19:57:37[EVENT] KeyPressedEvent: Up ( 0 repeats)
2023-09-27 19:57:38[EVENT] KeyPressedEvent: Up ( 1 repeats)
2023-09-27 19:57:38[EVENT] KeyPressedEvent: Up ( 1 repeats)
2023-09-27 19:57:38[EVENT] KeyPressedEvent: Up ( 1 repeats)
2023-09-27 19:57:38[EVENT] KeyReleasedEvent: Up
2023-09-27 19:57:38[EVENT] KeyReleasedEvent: Right
2023-09-27 19:57:38[EVENT] KeyPressedEvent: Right ( 0 repeats)
2023-09-27 19:57:38[EVENT] KeyReleasedEvent: Right
2023-09-27 19:57:39[EVENT] KeyPressedEvent: P ( 0 repeats)
2023-09-27 19:57:39[EVENT] KeyTypedEvent: Unknown
2023-09-27 19:57:39[EVENT] KeyReleasedEvent: P
2023-09-27 19:57:39[EVENT] KeyPressedEvent: Right ( 0 repeats)
2023-09-27 19:57:40[EVENT] KeyPressedEvent: Up ( 0 repeats)
2023-09-27 19:57:40[EVENT] KeyPressedEvent: Left ( 0 repeats)
2023-09-27 19:57:40[EVENT] KeyReleasedEvent: Up
2023-09-27 19:57:40[EVENT] KeyReleasedEvent: Right
2023-09-27 19:57:40[EVENT] KeyPressedEvent: Right ( 0 repeats)
2023-09-27 19:57:40[EVENT] KeyPressedEvent: Up ( 0 repeats)
2023-09-27 19:57:40[EVENT] KeyReleasedEvent: Up
2023-09-27 19:57:40[EVENT] KeyReleasedEvent: Right
2023-09-27 19:57:40[EVENT] KeyReleasedEvent: Left
2023-09-27 19:57:40[EVENT] KeyPressedEvent: Right ( 0 repeats)
2023-09-27 19:57:40[EVENT] KeyPressedEvent: Down ( 0 repeats)
2023-09-27 19:57:41[EVENT] KeyReleasedEvent: Right
2023-09-27 19:57:41[EVENT] KeyReleasedEvent: Down
2023-09-27 19:57:41[EVENT] KeyPressedEvent: Right ( 0 repeats)
2023-09-27 19:57:41[EVENT] KeyReleasedEvent: Right
2023-09-27 19:57:41[EVENT] KeyPressedEvent: Left ( 0 repeats)
2023-09-27 19:57:41[EVENT] KeyReleasedEvent: Left
2023-09-27 19:57:41[EVENT] KeyPressedEvent: Up ( 0 repeats)
2023-09-27 19:57:41[EVENT] KeyReleasedEvent: Up
2023-09-27 19:57:41[EVENT] KeyPressedEvent: Down ( 0 repeats)
2023-09-27 19:57:42[EVENT] KeyReleasedEvent: Down
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:31[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:32[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:33[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:34[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:35[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:36[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:37[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:38[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:39[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:40[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:41[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:42[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:43[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:44[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:45[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:46[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:47[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:48[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:49[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:50[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:51[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:52[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:53[DEBUG] Currently updating graphics
2023-09-27 19:58:54[DEBUG] Currently updating graphics
